,0
0,-99.9956828752588
1,-99.89150790864193
2,-99.9956828752588
3,-99.9956828752588
4,-99.18594078847232
5,-99.98404269823273
6,-99.88519030332354
7,-99.9956828752588
8,-99.9956828752588
9,-99.89726025450929
10,-99.65119956895265
11,-99.9956828752588
12,-99.9956828752588
13,-95.92149580594923
14,-98.55788885697426
15,-99.9956828752588
16,-99.94895624414677
17,-98.95694755006322
18,-99.67410710662404
19,-98.88816231168398
20,-94.11826002077781
21,-97.97774189499984
22,-90.67812455559947
23,-79.35189954058781
24,-76.29239270875406
25,-69.62395575230127
26,-73.14685092621868
27,-68.1977795074614
28,-53.90649397850828
29,-53.57661262192609
30,-58.020262335288464
31,-56.04455378557555
32,-57.09876051087744
33,-61.204764176406385
34,-55.463238727059206
35,-56.415535510638826
36,-63.127235121523235
37,-92.82181600526877
38,-62.20815455130588
39,-59.32656315040832
40,-62.30511329549069
41,-56.8409243370418
42,-59.39805935142593
43,-53.69399200155204
44,-56.37416979801332
45,-57.869346278170866
46,-59.03016397068152
47,-58.38777379370738
48,-55.114098480892245
49,-55.505680766449935
50,-51.44848909743794
51,-60.46968574556487
52,-54.00778961617115
53,-56.407990554710686
54,-54.26982009927039
55,-54.76075918852663
56,-58.47830920550506
57,-60.39120103104675
58,-60.73836341845772
59,-70.17237189212545
