,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.01
25,0.0
26,0.08
27,0.27
28,0.77
29,0.73
30,0.61
31,0.64
32,0.65
33,0.23
34,0.68
35,0.31
36,0.23
37,0.0
38,0.0
39,0.59
40,0.54
41,0.72
42,0.57
43,0.57
44,0.63
45,0.74
46,0.65
47,0.16
48,0.59
49,0.4
50,0.78
51,0.1
52,0.69
53,0.16
54,0.41
55,0.79
56,0.51
57,0.49
58,0.55
59,0.38
