,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.06
20,0.0
21,0.84
22,0.7
23,0.9
24,0.9
25,0.84
26,0.83
27,0.75
28,0.73
29,0.69
30,0.72
31,0.0
32,0.01
33,0.52
34,0.4
35,0.6
36,0.65
37,0.54
38,0.63
39,0.72
40,0.78
41,0.72
42,0.79
43,0.59
44,0.38
45,0.33
46,0.43
47,0.52
48,0.66
49,0.66
50,0.73
51,0.61
52,0.78
53,0.41
54,0.55
55,0.01
56,0.6
57,0.63
58,0.68
59,0.8
