,0
0,-99.9956828752588
1,-99.9956828752588
2,-99.9956828752588
3,-99.61669493022877
4,-98.92045911824891
5,-99.99227121165615
6,-99.6346144418922
7,-99.72637498463222
8,-99.85248062178236
9,-96.91308203350854
10,-96.67222547552848
11,-97.81173329319145
12,-95.01688801048601
13,-80.13057018258768
14,-85.18607674539689
15,-73.77064802406363
16,-79.50193378529733
17,-63.26817810832585
18,-62.52330596540865
19,-57.21325563141714
20,-68.6944091661764
21,-64.59853461586935
22,-71.77730406556525
23,-57.052825433371574
24,-55.32962063920855
25,-61.33270437387695
26,-60.0786672162409
27,-63.887065414252426
28,-54.0153219155514
29,-52.26343444106878
30,-57.89463764595845
31,-67.67836485471058
32,-67.00089218686624
33,-65.12193946026296
34,-59.150385216173746
35,-63.14020837577598
36,-64.04293650431933
37,-69.69617861565087
38,-58.89499901611475
39,-64.8227835582041
40,-58.338435922256885
41,-71.57751609410043
42,-63.34106099301104
43,-63.23891504718893
44,-61.817348042727424
45,-58.92438542989575
46,-62.98617491127442
47,-54.67156326780386
48,-56.74691534080304
49,-59.42012624300907
50,-57.764322337777685
51,-64.21721900022098
52,-63.0430968809146
53,-64.06580731257795
54,-60.203306956919526
55,-57.43691632618195
56,-56.93187856792945
57,-61.05089025249588
58,-60.91579280342717
59,-59.062610373630235
