,0
0,-99.9956828752588
1,-99.9956828752588
2,-99.92954216964257
3,-99.96656596215388
4,-99.9956828752588
5,-99.96084046942192
6,-99.4223214244119
7,-95.80684917679376
8,-99.06091408993765
9,-99.61108223953227
10,-92.90492256266323
11,-87.95254148907055
12,-95.60890336623747
13,-84.02194510027525
14,-64.4640690395664
15,-69.19506773604496
16,-66.28522100957157
17,-65.69571682002369
18,-64.17031300031299
19,-73.8559100551504
20,-68.40831042162725
21,-76.93900615889895
22,-82.51693000430829
23,-71.82614056243825
24,-70.78226869931686
25,-64.26116004454092
26,-64.7802917106064
27,-62.57347604088512
28,-69.11859408213644
29,-66.07867199493138
30,-68.20211688222031
31,-64.44073959003505
32,-61.91830338399894
33,-64.5055940490778
34,-64.10300416445551
35,-59.881019780917725
36,-69.38250041020055
37,-65.46070677599623
38,-62.526520614835455
39,-60.03874552901307
40,-64.2269298667194
41,-59.5262773282024
42,-59.09977952055496
43,-65.90426110470469
44,-58.358661987978984
45,-66.99785315558849
46,-59.536849270460046
47,-55.457671492099216
48,-63.6229952681021
49,-57.45676881185244
50,-63.21961263304631
51,-58.513712136539525
52,-63.000196814885754
53,-59.811917892420496
54,-59.34086294534512
55,-61.29575271983403
56,-68.34315509862019
57,-65.29613524672679
58,-67.16740150800489
59,-62.13423407055974
