,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.16
20,0.31
21,0.06
22,0.33
23,0.19
24,0.64
25,0.62
26,0.51
27,0.44
28,0.5
29,0.8
30,0.44
31,0.48
32,0.11
33,0.46
34,0.1
35,0.18
36,0.1
37,0.29
38,0.06
39,0.0
40,0.17
41,0.7
42,0.71
43,0.47
44,0.29
45,0.13
46,0.01
47,0.11
48,0.02
49,0.41
50,0.18
51,0.03
52,0.18
53,0.08
54,0.26
55,0.54
56,0.22
57,0.02
58,0.18
59,0.0
