,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.16
23,0.2
24,0.04
25,0.11
26,0.0
27,0.26
28,0.1
29,0.24
30,0.02
31,0.03
32,0.0
33,0.04
34,0.13
35,0.0
36,0.01
37,0.22
38,0.37
39,0.13
40,0.04
41,0.09
42,0.0
43,0.01
44,0.0
45,0.01
46,0.17
47,0.16
48,0.75
49,0.33
50,0.37
51,0.2
52,0.02
53,0.22
54,0.02
55,0.13
56,0.02
57,0.0
58,0.09
59,0.13
