,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.34
9,0.31
10,0.48
11,0.91
12,0.82
13,0.55
14,0.94
15,0.95
16,0.79
17,0.97
18,0.0
19,0.92
20,0.98
21,0.99
22,0.85
23,0.86
24,0.74
25,0.97
26,0.97
27,0.99
28,0.99
29,0.92
30,1.0
31,0.89
32,0.97
33,0.95
34,0.84
35,0.98
36,0.75
37,0.66
38,0.47
39,1.0
40,0.88
41,0.98
42,0.98
43,0.9
44,0.99
45,0.85
46,0.96
47,0.67
48,0.91
49,0.85
50,0.93
51,0.92
52,0.65
53,0.95
54,0.76
55,0.86
56,0.81
57,0.97
58,0.99
59,0.99
