,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.32
10,0.26
11,0.27
12,0.48
13,0.44
14,0.48
15,0.54
16,0.84
17,0.52
18,0.83
19,0.81
20,0.85
21,0.42
22,0.8
23,0.65
24,0.93
25,0.62
26,0.32
27,0.95
28,0.55
29,0.35
30,0.99
31,0.92
32,0.93
33,0.99
34,0.99
35,0.99
36,1.0
37,1.0
38,0.98
39,0.95
40,0.98
41,1.0
42,0.96
43,1.0
44,0.97
45,0.03
46,0.89
47,0.99
48,0.92
49,0.62
50,0.86
51,0.82
52,0.96
53,0.82
54,0.66
55,0.79
56,0.34
57,0.93
58,0.85
59,0.39
