,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.03
15,0.02
16,0.11
17,0.38
18,0.77
19,0.8
20,0.63
21,0.67
22,0.68
23,0.94
24,0.96
25,0.84
26,0.81
27,0.93
28,0.56
29,0.98
30,1.0
31,0.99
32,0.98
33,0.97
34,0.99
35,0.96
36,0.79
37,0.91
38,0.97
39,1.0
40,1.0
41,1.0
42,1.0
43,0.68
44,0.98
45,0.97
46,0.93
47,0.8
48,1.0
49,0.96
50,0.85
51,0.91
52,0.01
53,0.01
54,0.75
55,0.66
56,0.92
57,0.83
58,0.98
59,0.99
